Canonical_SMILES,LD50_mgkg
O=C(O)COc1ccc2ccccc2c1,600.0
O=CCc1ccccc1,1550.0
CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)O,1250.0
COc1ccccc1N1CCN(CCCc2ccc3c(c2)CCC(=O)N3)CC1,500.0
C=CCOc1ccccc1C(=O)NCCO,1150.0
O=C1C(N(CO)C(=O)NCO)N(CO)C(=O)N1CO,2600.0
CN,80.0
CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,970.0
O=S(=O)(O)c1ccc2ccccc2c1,4440.0
Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,10000.0
O=C(O)COc1ccc(Cl)cc1Cl,850.0
CCCCOC(=O)c1ccccc1C(=O)OCCOCCOC(=O)c1ccccc1C(=O)OCCCC,11000.0
CCN(C)N=O,90.0
CN1CCc2ccccc21,1250.0
COCCN1C=CC(=C2C(=O)c3ccccc3C2=O)C=C1,350.0
CCN(CC)C(=O)c1nnn(-c2ccc(N)cc2)c1C,494.0
COCC(=O)CNC(=O)Oc1ccccc1OC(C)C,70.0
O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1,2830.0
COc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1C(C2)N(C)CC3,545.0
CCc1cc2c(cc1C(C)=O)C(C)(C)CCC2(C)C,260.0
OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,34800.0
CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1,175.0
CCCCN(C)N=O,130.0
CC(C)c1cccc(C(C)(C)O)c1,6000.0
CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC,37000.0
COP(=O)(OC)Oc1ccc([N+](=O)[O-])cc1,3.27
CC(=O)OCCN(CCOC(C)=O)c1ccccc1,2150.0
COC(=O)NS(=O)(=O)c1ccc(N)cc1,2001.0
C#CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,460.0
O=C=Nc1ccc(OC(F)(F)F)cc1,1525.0
NC(=O)OCC(O)COc1ccc(Cl)cc1,744.0
CC(C)=NNC(=O)CSc1cc(Oc2ccc(C)cc2)ncn1,900.0
CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C,84.0
CCCCCCOCCOCCOCC,4920.0
CC(C)N1C(=O)c2ccccc2NS1(=O)=O,1100.0
CC(C)CC(C)CC(O)CC(C)C,17000.0
COC(=O)c1ccco1,300.0
CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21,220.0
C=C(C)C(=O)OCCC#N,7333.0
OC1COC2C(O)COC12,24150.0
CC(C)C(=O)O,266.0
CCCC(=NOCC)C1=C(O)CC(C2CCCSC2)CC1=O,3940.0
Clc1cc2c(c(Cl)c1Cl)Oc1cc(Cl)c(Cl)c(Cl)c1O2,0.8
COc1cc(NC(=O)CC(C)=O)c(OC)cc1Cl,850.0
C[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,1864.0
CCCc1ccc(O)cc1,500.0
CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,1.8
Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,22.0
NCC(O)c1cccc(O)c1,390.0
CCCCCCCCCCCCCCCCCCN(C)C,200.0
CC=CC=CC#N,712.0
O=C(NP(=O)(N1CC1)N1CC1)c1cc(I)ccc1I,500.0
FC(F)(F)c1nc2c(Cl)cc(I)cc2[nH]1,1.443
CC1=CC(C)(C)Nc2ccccc21,2001.0
Nc1ccc(S(=O)(=O)Nc2ccc(NC(=O)CCC(=O)O)cc2)cc1,1500.0
CCOC(=O)C=Cc1ccccc1,4000.0
COc1nc(C(F)(F)F)n/c(=N\C(O)=N\S(=O)(=O)c2ccccc2C(F)(F)F)[nH]1,4700.0
O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,392.0
N#CCC(N)=O,3200.0
CCP(=S)(Oc1ccc([N+](=O)[O-])cc1Cl)OC(C)C,32.0
C=CC[N+]12CCC34c5ccccc5N5/C=C6/C7CC8C9(CC[N+]8(CC=C)CC7=CCO)c7ccccc7N(/C=C(/C(CC31)C(=CCO)C2)C54)C69,27.6
CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,600.0
CS(=O)(=O)OCCCN(CCCOS(C)(=O)=O)C1CCCCC1,375.0
CC(C)NNCS(=O)(=O)O,330.0
CCC(=O)Nc1ccc2nc(C(F)(F)F)[nH]c2c1,8.919
CC(=O)C(Cl)C(=O)N(C)C,275.0
FC(F)(F)c1nc2ccc(-c3ccccc3)cc2[nH]1,69.0
CCCCOCCO,470.0
C=CC(=O)NC(C)(C)CS(=O)(=O)O,1830.0
CN1Cc2ccccc2C2CCc3ccccc3C21,1005.0
CC(Br)CBr,741.0
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,440.0
CNC(=O)c1ccc(Cl)c(S(=O)(=O)NC)c1,1400.0
Cn1nc(-c2ccccc2)c2conc2c1=O,1000.0
CCCCCC=CCC1CC(=O)OC1=O,1098.0
CC(N)(CO)CO,17000.0
O=S1(=O)CS(=O)(=O)OCO1,300.0
CC(C)CC(=O)O,2001.0
CC(C)N(C(=O)CCl)c1ccccc1,710.0
C=CC(=O)OCCN(C)C,455.0
ClC=C(Cl)c1ccccc1,4000.0
CC(C)CC(=O)OCCc1ccccc1,6220.0
COP(=O)(OC)Oc1nc(Cl)c(Cl)cc1Cl,869.0
Cc1occc(=O)c1O,1410.0
CN1CCN(C2=Cc3ccccc3Oc3ccc(Cl)cc32)CC1,231.0
CCOP(=O)(OCC)Oc1ccc(S(C)(=O)=O)c(C)c1,8.128
CC(C)(C)C(O)C(=Cc1ccc(Cl)cc1)n1cncn1,430.0
O=C(C(Cl)Cl)C(Cl)(Cl)Cl,200.0
N#CC(=C1SCC(c2ccccc2Cl)S1)n1ccnc1,652.0
CC(=O)CCCOC(C)=O,6080.0
O=S(=O)(F)CCCl,50.0
CC(COc1ccc(C(C)(C)C)cc1)OS(=O)OCCCl,3900.0
CCCC(=O)OC(C(Cl)(Cl)Cl)P(=O)(OC)OC,760.0
Cc1c(C(=O)O)nnn1-c1ccccc1,1500.0
Nn1cnnc1,4800.0
CC(C)(C)OO,370.0
C=C(F)C(=O)OCC(F)(F)C(F)F,60.0
O=C(Cc1ccccc1)OCCc1ccccc1,15000.0
CNC(=O)Oc1cc(C(C)C)ccc1C,250.0
CCCCCCCCCC(=O)O,3320.0
COc1ccccc1C1CCN(CCCc2ccc3c(c2)CCC(=O)N3)CC1,500.0
O=C(O)c1ccc2ccccc2c1,4500.0
O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,1100.0
CC(C)Nc1nc(Cl)nc(NC2CC2)n1,516.0
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,2500.0
CCOP(=O)(Cl)Cl,220.0
CCCC[P+](CCCC)(CCCC)CCCC,916.0
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,4600.0
CCC(C=O)CC,3980.0
O=C(Oc1ccc(Cl)cc1Cl)N1CCCC1,2200.0
COP(=S)(Oc1cc(Cl)c(Br)cc1Cl)c1ccccc1,19.0
C#CC(C)(C)N,1470.0
Clc1ccc(-c2cccc(Cl)c2Cl)c(Cl)c1,4250.0
CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O,641.0
O=C(OCC1(COC(=O)c2cccnc2)CCCC(COC(=O)c2cccnc2)(COC(=O)c2cccnc2)C1O)c1cccnc1,10000.0
CC(C)OP(C)(=O)F,0.55
Fc1c(Br)c(Cl)c2nc(C(F)(F)F)[nH]c2c1Br,6.282
C1CN(SSSSN2CCOCC2)CCO1,4800.0
O=C(Nc1ccc(Br)cc1)c1cc(Br)ccc1O,410.0
O=c1ncc2[nH]c(=O)[nH]c2[nH]1,1820.0
CCCCCCCC(C)=O,3200.0
C=C(C)C(=O)OCCN=C=O,670.0
CN1CCC23CCCCC2C1Cc1ccc(O)cc13,150.0
O=C1NCC2(CCN(CCc3ccccc3)CC2)O1,980.0
CN1CN(CCO)CSC1=S,1000.0
Fc1c(Br)c(Br)c2nc(C(F)(F)F)[nH]c2c1Br,9.644
Nc1ccc(N)c2c1C(=O)c1ccccc1C2=O,5790.0
COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C=COC1O2,4.8
COCOCCO,6500.0
CCN(C)C,594.0
C[N+]([O-])=NCOC1OC(CO)C(O)C(O)C1O,270.0
N#CC(Cl)=C(Cl)Cl,62.5
C1OCC(COCC2COCO2)O1,5148.0
Nc1ccc(OC(F)(F)C(F)F)c(N)c1,1070.0
Cc1cc(Cl)ccc1Cn1nc(C(=O)O)c2ccccc21,4000.0
CC(C)Cc1ccc2ccccc2n1,1020.0
C=C(C)C(=O)OCCCCOC(=O)C(=C)C,10.066
COCCOC,5370.0
CCOC(=O)c1cc2c(ccc3ccccc32)oc1=O,1580.0
O=c1ccc(=O)[nH][nH]1,3800.0
C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1,1107.0
CCCCCCCCc1ccc(C(=O)CCN2CCCCC2)cc1,417.0
CC(C)C(=O)OCCc1ccccc1,5200.0
CCCN(C)C,500.0
CCCCNC,420.0
C=CC1CC=CCC1,1600.0
CNc1nc(NC(C)C)nc(SC)n1,1390.0
CO[N+](=O)[O-],344.0
c1ccc(CC2CCNCC2)cc1,540.0
CC(=O)N(CC(C)C(=O)O)c1c(I)cc(I)c(N)c1I,7100.0
CC(C)(c1ccccc1)c1ccc(O)cc1,1770.0
CC(=O)c1ccc(C)cc1,1400.0
CCN(CC)C(=O)c1ccccc1,2001.0
C=C(Cl)CSC(=S)N(CC)CC,850.0
FC(F)C(F)(F)Oc1ccccc1,5001.0
Cc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,807.0
NC(=O)N1c2ccccc2C=Cc2ccccc21,1957.0
CSSC,290.0
CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,184.0
CCCCC(CC)CO[PH](=O)OCC(CC)CCCC,11900.0
CCCCCCCCCCOc1c(OC)cc(C(N)=O)cc1OC,1650.0
COc1ccc(NC(=O)CC(C)=O)cc1,1700.0
CN(C)c1ccc(SC#N)cc1,500.0
CCCCCC,25000.0
CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,114.0
CCc1cc(CC)cc(OC(=O)NC)c1,1600.0
CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,335.0
COc1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,730.0
Cc1cc(O)ccc1[N+](=O)[O-],1200.0
Oc1c(Cl)cc2[nH]c(C(F)(F)F)nc2c1Cl,58.0
Cc1onc2c(=O)[nH]nc(-c3ccccc3)c12,1000.0
C=C(C)CCl,848.0
CC(C)(C)c1cc(CCC(=O)OCCSCCOC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,6300.0
O=C(CN1CCNCC1)NN=Cc1ccc([N+](=O)[O-])o1,300.0
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,1750.0
CCOC(=S)SCC#N,210.0
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,163.0
O=C(O)CC(NC(=O)COc1ccc(Cl)cc1Cl)C(=O)O,1000.0
CC(C)CCCCCCO,2980.0
c1ccc(Nc2cccc3ccccc23)cc1,1625.0
NCCNc1ccc(N)cc1,190.0
CCOP(=S)(S)OCC,7900.0
Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O,262.0
CC(=O)Nc1cc(Cl)c([N+](=O)[O-])cc1Cl,2830.0
CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC,545.0
CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,865.0
CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,8900.0
O=S(=O)(Cl)c1ccc(Cl)cc1,4250.0
CC(CC=O)CC=O,780.0
CC=Cc1ccc(OC)c(OC)c1,2500.0
CN1CCC23CCCCC2C1Cc1ccc(O)cc13,1100.0
C=C(C)C=O,140.0
CCCc1nc(N=C(N)N)oc1CCC,2001.0
CN(C)CCCN1c2ccccc2CCc2cc(O)ccc21,2980.0
O=C1C2CCCCC2C(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1,870.0
Cc1ccc(N=c2sccn2C)c(C)c1,725.0
Cc1ccccc1N(CCO)CCO,2200.0
Cc1c(Cl)ccc2[nH]c(C(F)(F)F)nc12,22.0
Cc1ccc(OCC2CC2)cc1,5140.0
O=S(=O)(O)c1ccc(Nc2nc(Nc3ccc(C=Cc4ccc(Nc5nc(Nc6ccc(S(=O)(=O)O)cc6)nc(N(CCO)CCO)n5)cc4S(=O)(=O)O)c(S(=O)(=O)O)c3)nc(N(CCO)CCO)n2)cc1,5300.0
OC(c1ccccc1)(c1ccccc1)C1CCNCC1,984.0
COc1ccc(C)cc1NC(C)=O,2240.0
CN(N=O)c1ccncc1,200.0
CCCCSP(SCCCC)SCCCC,910.0
CCCCCCCCCCCC[N+](C)(C)Cc1ccc(CC)cc1,700.0
FC(F)(F)c1ccc(Cl)c(Cl)c1,1150.0
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,750.0
O=S(=O)(O)c1ccc(N=Nc2ccc(N=Nc3c(O)ccc4ccccc34)cc2)cc1,7736.0
CCNc1nc(=O)nc(NC(C)(C)C(=O)O)[nH]1,789.0
CCCC(=O)CCC,3730.0
Cc1cc(C)c(C2=C(OC(=O)C(C)(C)C)c3ccccc3C2=O)c(C)c1,8000.0
CCC(C)C(C)C(C)CCc1ccc(O)cc1,2100.0
C=CC(=O)OCCOC,404.0
Clc1ccc(C(OCCN2CCCCC2)c2ccccc2)cc1,1986.0
CC(=O)N1CCOCC1,6130.0
CCC1(CC)Oc2cccc(OC(=O)NC)c2O1,46.0
CCCCCOc1ccc(Br)cc1COCCN(CC)CC,320.0
O=C(O)c1ccncc1,5001.0
CCN1C(=O)C=CC1=O,25.0
CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,16000.0
CCOC(=O)Cl,270.0
CCOP(=S)(N=C1SCCS1)OCC,14.0
CCNC(N)=S,100.0
O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,690.0
CCCC(=O)OCC=C(C)CCC=C(C)C,10660.0
COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,242.0
Cc1cccc(N)c1,450.0
CC(C)=CCCC(C)CC#N,5300.0
O=P1(NCCCl)OCCCN1CCCl,143.0
COc1ccc(C(=CC(=O)N2CCOCC2)c2ccc(Cl)cc2)cc1OC,3900.0
C=C(O)C(=O)O,10000.0
CCCCCC=O,4890.0
Cl[Si](Cl)(Cl)C1CC=CCC1,2830.0
COP(=S)(OC)Oc1ccc(Cl)c([N+](=O)[O-])c1,500.0
Clc1cccc(Cl)c1N=C1NCCN1,67.3
C[N+](C)(C)Cc1ccccc1,25.0
C=Cc1ccccn1,100.0
CCCc1c(OCc2cccn3c(=O)c(CC(=O)O)cnc23)ccc(C(C)=O)c1O,4000.0
OCC=Cc1ccccc1,2001.0
N#CSC=CSC#N,77.0
Nc1c(I)cc(I)c(C(=O)N(CCC(=O)O)c2ccccc2)c1I,2800.0
CCN(CC)CCOc1ccccc1-n1c(C)ccc1-c1ccccc1,700.0
CCN(N=O)C(=O)NC(N)=O,1050.0
CCCCN(CCCC)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,51.0
CN1CCN2c3ccccc3Cc3ccccc3C2C1,925.0
CC1=CCC(C(C)(C)O)CC1,5170.0
COc1ccc2cc(CCC(C)=O)ccc2c1,3880.0
C[N+](C)([O-])CCC=C1c2ccccc2CCc2ccccc21,1800.0
CCO[Si](CC)(OCC)OCC,14000.0
FC(F)(F)c1nc2c(Cl)ccc(Cl)c2[nH]1,2.61
Fc1cc(Cl)cc2[nH]c(C(F)(F)F)nc12,7.372
N#Cc1cc(I)c(O)c(I)c1,71.0
O=C1NCCN1c1ncc([N+](=O)[O-])s1,900.0
FC(F)(F)c1nc2c(Br)ccc(Br)c2[nH]1,18.049
CC1CN1,19.0
CC1(c2ccccc2)OC(C(=O)O)=CC1=O,3000.0
COC(=O)Cc1ccccc1,2550.0
Cc1nc(C)c(C(=O)Nc2ccccc2)s1,3929.0
ClCc1cccc2ccccc12,890.0
COC(C)=NC#N,432.0
C=C(CCC)C1C(C=C(C)C)C1(C)C,2600.0
CCCCS(=O)(=O)NC1CCCCC1,2816.0
Cc1ccc(N=Nc2c(O)c(S(=O)(=O)O)cc3ccc(S(=O)(=O)O)cc23)c(C)c1,23160.0
ClCC(Cl)=C(Cl)Cl,350.0
CCC1(c2ccccc2)C(=O)NCNC1=O,1500.0
CC(C)OC(C)C,8470.0
CN(C)C(=S)c1ccc2c(c1)OCO2,79.0
COc1ccc(C(N)=O)cc1C(=O)NCc1cccnc1,1725.0
c1ccc(OCC2CO2)cc1,2500.0
CC(C)CCP(=O)(CCC(C)C)CCC(C)C,2236.0
CC(C)(C)OCC1CO1,2001.0
Cc1ccccc1N=C=O,1600.0
FC(F)(F)c1nc2c(Cl)cc(Cl)cc2[nH]1,3.285
CC(=O)Oc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1C(C)(C)C,62.0
CC1CCCCN1N=O,600.0
O=C1CC2OCC=C3CN4CCC56c7ccccc7N1C5C2C3CC46,3.575
CC(C)=NNC(=O)CSc1cc(Oc2ccccc2)ncn1,1075.0
CCC(C)OC(C)=O,3200.0
O=[N+]([O-])c1cc(C(F)(F)F)ccc1Cl,1075.0
Cc1ncc(CSSCc2cnc(C)c(O)c2C)c(C)c1O,2150.0
CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,70.6
CCCCCCCCCCF,5.0
CC(C)(N=C=O)c1cccc(C(C)(C)N=C=O)c1,4600.0
CCOc1ccccc1N1CCN(C(=O)CCC2CCCCC2)CC1,2422.0
CC(C)(C)c1cc(C(=O)O)cc(C(C)(C)C)c1O,1414.0
CCCCCCCCCCCC[N+](C)(C)CC(O)CCl,1070.0
CI,76.0
CCCCOC(CC)OC(C)COC(O)CC,2600.0
NNc1nncc2ccccc12,90.0
CCCCCCCCCc1ccc(O)cc1,1620.0
Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,56.0
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,980.0
C(OCC1CO1)C1CO1,450.0
CCCC(C)C1(CC)C(=O)N=C(O)NC1=O,52.0
Cc1onc2c(=O)n(-c3ccccc3)nc(-c3ccccc3)c12,1000.0
CN(C)Cc1cc(CN(C)C)c(O)c(CN(C)C)c1,1200.0
O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl,9000.0
S=C1NCCN1,545.0
O=P(CCn1c(Cc2ccccc2)nc2ccccc21)(OCCCl)OCCCl,6200.0
C#CC(=O)O,100.0
COP(=O)(OC)OC,840.0
CCOP(=S)(OCC)SCCl,7.0
COc1ccc(C(=O)c2ccccc2)cc1,5001.0
CC1NCCOC1c1ccccc1,370.0
CCNc1nc(Cl)nc(NC(C)C)n1,1869.0
NCCNCCNCCNCCN,2100.0
O=c1oc2ccccc2c(O)c1C1CC(c2ccc(-c3ccc(Br)cc3)cc2)Cc2ccccc21,0.16
CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CC=C(C)CC21,860.0
C=CCOC(=O)c1ccccc1C(=O)OCC=C,656.0
C=CC(=O)OCC,800.0
COc1cc(C=O)ccc1O,1790.5
CCOP(=O)(OCC)SCCC(F)=C(F)F,68.0
CC(C)(C)c1cc(C(=O)c2cccs2)cc(C(C)(C)C)c1O,1620.0
C=CS(=O)(=O)C=C,32.0
C=CCc1cc(OC)c2c(c1)OCO2,4260.0
O=C(O)COc1ccc(Cl)cc1Cl,552.0
C=CC(=O)NC(C)(C)CC(C)=O,1000.0
CC(=O)C(Cl)C(=O)OC(C)c1ccccc1,880.0
C=COCCOC(=O)C(=C)C,5940.0
CN(C)CCCO,2130.0
CCOC(=O)CC,8732.0
COC1C(O)CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC1C,8.3
Cc1cc(-n2c(C)nc3ccccc3c2=O)cc(C)c1O,230.0
CN(C)P(=O)(F)N(C)C,1.0
Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1,11500.0
O=c1[nH]c2ccc(Cl)cc2o1,1200.0
Cc1ncoc1C#N,735.0
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,21.0
CCOC(=O)c1cnn(C)c1-n1c(CC)nc2ccccc2c1=O,1825.0
Nc1cc(S(=O)(=O)O)cc2cc(S(=O)(=O)O)c(N=Nc3ccc(-c4ccc(N=Nc5c(S(=O)(=O)O)cc6cc(S(=O)(=O)O)cc(N)c6c5O)cc4)cc3)c(O)c12,8760.0
Cc1cncc(C)n1,880.0
CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,2150.0
CC(C)(N)Cc1ccc(Cl)cc1,150.0
CCCCOC(C)=O,10718.0
Nc1c(Cl)c(Cl)c2[nH]c(C(F)(F)F)nc2c1Cl,23.0
CC(N)Cc1ccccc1,38.0
Brc1ccccc1,2383.0
O=[N+]([O-])c1ccc2ccccc2c1,4400.0
CC(=O)OC(C)(C)C1CC=C(C)CC1,5075.0
CCCSc1cc(Oc2ccc([N+](=O)[O-])cc2)ccc1Cl,1130.0
CC(C)(O)CCc1ccccc1,2200.0
CCCCC=CCCCCCCO,11730.0
NCCOS(N)(=O)=O,7460.0
CCOP(OCC)OCC,1840.0
CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,56.0
CC(C)CCC(=O)O,2050.0
CC(C)(C)CCCCC(=O)O,2066.0
CCCCCCC=CC1CC(=O)OC1=O,1098.0
CCC(C)(C)c1ccc(O)c(C(C)(C)CC)c1,330.0
C=CCC(CC)(CC)C(N)=O,400.0
FC(F)(F)c1nc2c(Br)cc(Br)cc2[nH]1,5.977
ClCCOP(OCCCl)OCCCl,100.0
c1ccc(OP(Oc2ccccc2)Oc2ccccc2)cc1,444.0
NC(CCC(=O)O)C(=O)O,10000.0
Cc1cc(Cl)ccc1N=CN(C)C,160.0
O=C=NCc1ccc(CN=C=O)cc1,4500.0
Nc1ccc(Cl)cc1[N+](=O)[O-],400.0
OCCSCCO,6610.0
CN(C)CCOc1ccnc(N)n1,1500.0
CCOP(=O)(SC(C)CC)N1CCSC1=O,57.0
CS(=O)(=O)c1ccc2nc(C(F)(F)F)[nH]c2c1,69.0
C#N,6.44
c1ccc2c(c1)Oc1ccccc1O2,1220.0
CP(=S)(Oc1ccccc1)Oc1ccc([N+](=O)[O-])cc1,8.0
CCCCO[PH](=O)OCCCC,3200.0
CC1(C)CC(NCCC(=O)NC2CC(C)(C)NC(C)(C)C2)CC(C)(C)N1,4180.0
CC(=O)c1cccc([N+](=O)[O-])c1,3250.0
CN(C)CCCn1c(=O)n(-c2ccccc2)c2cc(Cl)ccc21,2001.0
N#CCC[Si](Cl)(Cl)Cl,2001.0
Cc1cccc(NC(N)=O)c1,1330.0
O=S1(=O)CC=CC1,2547.0
CCOP(=O)(OCC)Sc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,925.0
NCCNCCNCCNCCNCCN,1600.0
Nc1ccc(N=Nc2ccccc2)cc1,1250.0
C#CC1(OC(N)=O)CCCCC1,331.0
CC(Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1,1000.0
Cc1cccc(N)n1,100.0
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)C=Cc2cc(OC)c(OC)c(OC)c2)C1OC,1000.0
CNNC,100.0
CCCCCCCCCCCCCCCC[N+](C)(C)C,410.0
CC(=O)OCC12CC(OC(=O)CC(C)C)C(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2,2.7
CO[Si](CCCCCCCCCC[Si](OC)(OC)OC)(OC)OC,2200.0
COc1ccc2c(c1)CCCC2=O,300.0
CCCS,1730.0
CCCCCC1CCC(=O)O1,6600.0
CNCCc1ccccn1,3030.0
CN(C)N,196.0
CC(C)N1CCCC1=O,2900.0
CCCCCCCCCCCCCCCCCCO,20000.0
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,135.0
COc1cc(CC2NCCc3cc(O)c(O)cc32)cc(OC)c1OC,2001.0
ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,235.0
CCOC(=O)C1(c2ccccc2)CCCN(C)CC1,355.0
CCC(=O)CC,2140.0
OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC8C(CO)OC(OC1C(O)C2O)C(O)C8O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O,18800.0
CC(Oc1ccc(Cl)cc1Cl)C(=O)O,344.0
Cn1c(-c2ccccc2)cc(-c2ccccc2)[n+]1C,206.0
CNS(=O)(=O)c1cc(OC)c(N)cc1C,91.5
CN(C)CCOC(=O)COc1ccc(Cl)cc1,865.0
O=C(O)CC(C(=O)O)C(CC(=O)O)C(=O)O,1720.0
CCOC(=O)Cc1[nH]nc2ccc(Cl)cc12,4800.0
Cc1cc(NC(=O)c2ccccc2O)n(-c2ccccc2)n1,1321.0
c1ccncc1,95.4
CO[Si](OC)(c1ccccc1)c1ccccc1,2613.0
CCOP(=S)(S)OCC,4510.0
C=CCl,500.0
Cc1c(N)nc(C)c2c1[nH]c1ccccc12,100.0
O=C(O)CCC(=O)c1ccc(C2CCCCC2)c(Cl)c1,120.0
Nc1ccc(F)c([N+](=O)[O-])c1,1100.0
Cc1c(Cl)c([N+](=O)[O-])c2nc(C(F)(F)F)[nH]c2c1[N+](=O)[O-],105.0
ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,500.0
CC(=O)CC(c1ccc(Cl)cc1)c1c(O)c2ccccc2oc1=O,187.0
CCSCCOc1ccc([N+](=O)[O-])cc1,826.0
CC(C)=COC(=O)c1ccccc1C,3200.0
O=C1CSc2ncccc2N1,1050.0
CCCCCCCCOC(=O)Oc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],196.0
CS(=O)(=O)OC(CCN1CCCCC1)(c1ccccc1)c1ccccc1,1240.0
COCC(C)N(C(=O)CCl)c1c(C)csc1C,397.0
CCCCOCCOCCOC(=O)c1ccccc1C(=O)OCCOCCOCCCC,9700.0
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,3000.0
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,1440.0
C=CC(=O)OCCOC(=O)c1ccc(C(=O)O)cc1C(=O)O,3190.0
O=C(O)c1snc(Cl)c1Cl,1200.0
NC(=O)Cc1c(O)on[n+]1Cc1ccccc1,4450.0
O=[N+]([O-])c1ccccc1-c1ccccc1,1230.0
CC(C)COC(=O)C(C)C,12800.0
O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)O)cc2)ccc1O,14000.0
