LD50_mgkg,Canonical_SMILES
1160.0,CN(C)CCN(C)n1cc(-c2ccccc2)c2ccccc21
940.0,C[N+](=O)[O-]
1200.0,CCCCN(CCCC)N=O
220.0,CCN(CC)N=O
27.8,O=C1C=C2C(=CCOC2O)O1
12000.0,O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
656.0,[Na+].[O-]c1ccccc1-c1ccccc1
1530.0,O=C1OC(=O)c2ccccc21
250.0,C#CCOC(C)=O
90.0,Cc1ccccc1CN(C)N=O
6000.0,O=S(=O)([O-])c1ccc2c(N=Nc3ccc(S(=O)(=O)[O-])c4ccccc34)c(O)c(S(=O)(=O)[O-])cc2c1.[Na+].[Na+].[Na+]
980.0,Oc1cccc(O)c1
166.0,COc1cc2c(c3oc4cccc(O)c4c(=O)c13)C1C=COC1O2
5000.0,C=Cc1ccccc1
2000.0,c1ccc(C2CO2)cc1
29700.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
1610.0,CC(C)(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
260.0,COc1c(Cl)c(Cl)c([N+](=O)[O-])c(Cl)c1Cl
0.045,Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2
670.0,ClCC(Cl)(Cl)Cl
3835.0,ClC(Cl)=C(Cl)Cl
2500.0,CCC(Br)(CC)C(=O)OCC(Br)(Br)Br
350.0,Cl.NNc1nnc(NN)c2ccccc12
28.0,CCOP(=O)(OCC)SC(P(=O)(OCC)OCC)(P(=O)(OCC)OCC)P(=O)(OCC)OCC
330.0,CC(C)NNCS(=O)(=O)[O-].[Na+]
13.8,CCSP(=O)(OC)OC
1285.0,Cc1ccc(N)cc1.Cl
3000.0,CN(C)CCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccccc2)cc1.O=C(O)CC(O)(CC(=O)O)C(=O)O
60.0,CNC(=O)Oc1cc(C(C)C)c(OC(=O)NC)cc1C
200.0,Cl.O=C(CCCN1CCC2(CCCCC2)CC1)c1ccc(F)cc1
13.0,COP(=S)(OC)SCSc1ccccc1Cl
20000.0,OCC(CO)N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O
1259.0,Cc1ccc(N)c(C)c1.Cl
1000.0,COc1cc2nc(N3CCC(N(C)C(=O)c4ccccc4)CC3)nc(N)c2cc1OC.Cl
20.0,O=C(CCl)CCl
8370.0,CCCCCCC(=O)O
4890.0,CCCCCC=O
2000.0,ClCc1ccc(CCl)c2ccccc12
9110.0,CCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC
11.51,O=[N+]([O-])c1cc([N+](=O)[O-])c2nc(C(F)(F)F)[nH]c2c1
36.0,O=[N+]([O-])c1c(Cl)cc2[nH]c(C(F)(F)F)nc2c1Cl
6000.0,O=C(O)CCCC(=O)O
2250.0,O=C(O)Cc1ccccc1
30.0,CCOc1ccc(-c2ccccc2)cc1CN1CCCC1
1000.0,CN[C@H](C)[C@H](O)c1ccccc1.Cl
7400.0,CO
14500.0,CS(C)=O
7499.0,CCCCOC(=O)c1ccccc1C(=O)OCCCC
1016.0,Nc1ccccc1Cl
3.4,CCOP(=O)(OCC)C(O)(C(F)F)C(F)F
430.0,C=CCOC(=O)C(=C)C
6400.0,CCC(C)C=O
6070.0,CC(C)OP(C)(=O)[O-].[Na+]
2300.0,Cc1ccc(O)c(C)c1
2820.0,C=COC=O
5000.0,NS(=O)(=O)OCC(Cl)(Cl)Cl
1920.0,CCOCCOCCO
5000.0,CCCCCCCCCC(C)=O
17200.0,CCCCCCCCCCCCCO
1950.0,C#CC(C)(C)O
2000.0,CCN(CC)C(=O)c1cccc(C)c1
2140.0,NCCN1CCNCC1
14700.0,N[C@@H](CCC(=O)[O-])C(=O)[O-].O.O.O.O.[Ca+2]
5500.0,OCCN1CCOCC1
130.0,CCCCN(C)N=O
3200.0,CCCCCCCC(C)=O
34.0,Brc1nc(Br)c(Br)[nH]1
435.0,Clc1nc(Cl)c(Cl)c(Cl)c1Cl
1168.0,COc1ccc(OC)c(Cc2cnc3nc(N)nc(N)c3c2C)c1
390.0,C=CCOC(=O)OC(=C)C(=O)OCC=C
1450.0,CCOCc1cnc(C)nc1N
320.0,CCC(C)c1ccccc1O
1419.0,CCOc1cc(Cc2cnc(N)nc2N)cc(OCC)c1-n1cccc1
100.0,COc1c(OP(=S)(Oc2cnn(C)c(=O)c2OC)OC(C)C)cnn(C)c1=O
2180.0,COc1ccc(C(=O)CCC(=O)[O-])c2c(C)c(C)oc12.[Na+]
513.0,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O
800.0,CC(=O)Nc1ccccc1
168.0,Clc1ccc(C(Cl)(Cl)c2ccc(Cl)cc2)cc1
1000.0,CCOC(C(=O)O)(c1ccccc1)c1ccccc1
3000.0,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1
96.0,CN(N=O)C(=O)C(=O)N(C)N=O
6000.0,O=[N+]([O-])c1ccc([C@@H](O)[C@@H]2COC(C(Cl)Cl)=N2)cc1
7.181,FC(F)(F)c1nc2c(Br)c(Br)c(Br)cc2[nH]1
1500.0,NC(Cl)(Cl)c1nc(Cl)c(Cl)c(Cl)c1Cl
7936.0,O=C(O)[C@H]1C(=CCO)O[C@@H]2CC(=O)N12
41.0,O=C(O)C1CCc2cc(C3CCCCC3)c(Cl)cc21
2619.0,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1
13800.0,CC(C)CCCCCCCCCCOP(OCCCCCCCCCCC(C)C)OCCCCCCCCCCC(C)C
4000.0,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC(=O)[C@]12C
450.0,CN(C)CCC=C1c2ccccc2CSc2ccccc21
3390.0,C[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O
1600.0,Cl.Cl.Cn1c(=O)c2c(ncn2CCCN2CCN(CCCSc3ccccc3)CC2)n(C)c1=O
500.0,O=c1ccc2cc(CCCCN3CCN(c4ccccc4)CC3)ccc2[nH]1
500.0,CN1C(=O)CCc2cc(C(=O)CCN3CCN(c4ccccc4)CC3)ccc21.O=C(O)C(=O)O
7100.0,CC(=O)N(CC(C)C(=O)O)c1c(I)cc(I)c(N)c1I
2934.0,COc1ccccc1OCCOC(=O)c1ccccc1OC(C)=O
205.0,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1
70.0,O=NN(CCCl)C(=O)NC1CCCCC1
2100.0,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1
1660.0,O=[N+]([O-])OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-]
916.0,CC[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1.[Br-]
5601.0,NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1
370.0,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C.[Br-]
39.0,CN(C)S(=O)(=O)CCNC(=O)N(CCCl)N=O
2000.0,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1C1=COCCO1
5900.0,NC(CO)(CO)CO
6500.0,CCCC(=O)Nc1c(I)cc(I)c(CC(CC)C(=O)[O-])c1I.[Na+]
69.0,FC(F)(F)c1nc2ccc(-c3ccccc3)cc2[nH]1
8.783,FC(F)(F)c1nc2c(Cl)c(Br)c(Cl)cc2[nH]1
6.488,Cc1c(Cl)c(Cl)c(Cl)c2[nH]c(C(F)(F)F)nc12
23.0,Nc1c(Cl)c(Cl)c2[nH]c(C(F)(F)F)nc2c1Cl
1530.0,O=C1[N-]C(=O)C(c2ccccc2)(c2ccccc2)N1.[Na+]
910.0,CC(=O)Cl
250.0,CCCN(CC)S(=O)(=O)CCNC(=O)N(CCCl)N=O
2300.0,Cc1cc(C)c(C(=O)Cl)c(C)c1
47.0,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC
1100.0,O=CO
3780.0,CON(C(=O)c1cc(C)oc1C)C1CCCCC1
1146.0,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1
1300.0,CC(C)(C)[C@H](O)[C@H](Cc1ccc(Cl)cc1)n1cncn1
3690.0,O=c1[nH]nc2n1-c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC2
673.0,CC(=O)NNC(=O)c1ccccn1
750.0,CC(C)CCC(C)Nc1ccc(NC(C)CCC(C)C)cc1
1.0,COc1cc2c(cc1OC)[C@@]13CCN4CC5=CCO[C@H]6CC(=O)N2[C@H]1[C@H]6[C@H]5C[C@H]43
1540.0,Clc1cccc2ccccc12
11000.0,COc1cc(Cl)c(OC)cc1Cl
1075.0,O=[N+]([O-])c1cc(C(F)(F)F)ccc1Cl
10.0,N#CC1(O)CCCCC1
1070.0,CCCCN(CCO)CCCC
2240.0,Cc1ccc([N+](=O)[O-])c(C)c1
930.0,CCCNCCC
177.0,OCc1ccco1
300.0,CC=CC=CC=O
847.0,C[Si](C)(C)N[Si](C)(C)C
6750.0,CC(=O)OC(C)C
3930.0,COCCOC(C)=O
1340.0,CCCCC(CC)COC(=O)c1ccccc1C(=O)O
1450.0,C1COCCN1
1022.0,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
1600.0,Clc1ccc(C(Cl)(Cl)Cl)cc1Cl
1830.0,C=CC(=O)OCC(CO)(COC(=O)C=C)COC(=O)C=C
400.0,CCCCC
1625.0,c1ccc(Nc2cccc3ccccc23)cc1
2100.0,CC(=O)OCc1ccc2c(c1)OCO2
470.0,CC(C)=C1CC[C@@H](C)CC1=O
158.0,SCCc1cnccn1
813.0,C=CC(=O)OCCOCCOCCOCCOC(=O)C=C
5000.0,C[n+]1cccc(C(=O)[O-])c1
766.0,CN(C)C
2000.0,O=c1c2ccccc2c(=O)c2c1ccc1[nH]c3c(ccc4c(=O)c5ccccc5c(=O)c43)[nH]c12
31400.0,CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC
5075.0,CC(=O)OC(C)(C)C1CC=C(C)CC1
406.0,O=c1n(Cl)c(=O)n(Cl)c(=O)n1Cl
789.0,CC(C)(C)c1ccccc1O
12300.0,Cc1cc(S(=O)(=O)O)c(N)cc1Cl
10000.0,O=C1OCCO1
2600.0,CC(C)CC(C)O
2470.0,CCOP(OCC)OCC
1510.0,COc1ccc(C=O)cc1
3500.0,CC(=O)[O-].[Na+]
11000.0,O=[N+]([O-])c1cccc(S(=O)(=O)[O-])c1.[Na+]
3980.0,CCOC(=O)CC(C)=O
172.0,c1cc(-c2ccncc2)ccn1
1780.0,CCO[Si](CCCN)(OCC)OCC
282.0,C=C(C)C(=O)NCO
11730.0,CCCCC=CCCCCCCO
1020.0,COC(=O)CC(SP(=S)(OC)OC)C(=O)OC
4500.0,O=C(OCC1CCC2OC2C1)C1CCC2OC2C1
820.0,Clc1ccc(C(Cl)(Cl)Cl)cc1
50.0,O=C([O-])CS.[NH4+]
3508.0,O=C(O)c1ccc2c3c(ccc(C(=O)O)c13)C(=O)OC2=O
6887.0,CN(CCO)c1nc(Nc2ccccc2)nc(Nc2ccc(C=Cc3ccc(Nc4nc(Nc5ccccc5)nc(N(C)CCO)n4)cc3S(=O)(=O)[O-])c(S(=O)(=O)[O-])c2)n1.[Na+].[Na+]
5420.0,CCCCC(CC)COC(=O)Cl
5580.0,CC(C)(C)c1ccc(OP2OCC3(CO2)COP(Oc2ccc(C(C)(C)C)cc2C(C)(C)C)OC3)c(C(C)(C)C)c1
500.0,C=CC(=O)OCC[N+](C)(C)C.[Cl-]
450.0,CNC(=S)[S-].[Na+]
1600.0,CCCCCCCCCCCCOCCOS(=O)(=O)[O-].[Na+]
5300.0,C=C(C)C1CC=C(C)CC1
220.0,c1c[nH]cn1
15000.0,CCCCCCCCCCCCCCCCCC(=O)[O-].[Li+]
4.8,CCOP(=S)(OCC)OC(Cl)C(Cl)(Cl)Cl
2500.0,OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl
2500.0,CCOC(=O)C(C)Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1
154.0,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Li+]
1365.0,CC(C)N(C(=O)COc1nnc(C(F)(F)F)s1)c1ccc(F)cc1
1860.0,COCC(=O)N(c1c(C)cccc1C)N1CCOC1=O
5693.0,CC1=NNC(=O)N(N=Cc2cccnc2)C1
1970.0,CCCCCCCCSC(=O)Oc1cc(Cl)nnc1-c1ccccc1
1180.0,N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1
1669.0,CN(C)CCCNCCCN
684.0,CC(C)N(C)C
108.0,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC.Cl
5.75,NC(=O)CF
105.0,Cn1sccc1=O
4500.0,COc1ccc(C(O)(c2cncnc2)C2CC2)cc1
1244.0,CC(C)=C[C@@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C
2000.0,CNC(=N[N+](=O)[O-])NCc1cnc(Cl)s1
18000.0,CC1(C)OC[C@@H]2O[C@@]3(C(=O)[O-])OC(C)(C)O[C@H]3[C@@H]2O1.[Na+]
531.0,COC[C@H](C)N(C(=O)CCl)c1c(C)csc1C
474.0,CC(C)(C)[C@@H](O)C(=Cc1ccc(Cl)cc1Cl)n1cncn1
3738.0,Nc1c(Cl)c(F)nc(OCC(=O)O)c1Cl
800.0,Cc1cc(Cl)ccc1OCC(=O)[O-].[Na+]
700.0,Cc1cc(Cl)ccc1OCCCC(=O)[O-].[Na+]
3100.0,O=PO.c1ccc2[nH]c(-c3cscn3)nc2c1
1563.0,CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-]
5.0,NC(=S)NC(N)=S
1085.0,CCCCCCCCC=CCCCCCCCC1=NCCN1CCO
382.0,CCCCCCCCN(C)C
10000.0,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Ca+2].[Na+].[Na+]
18.0,CNC(=O)Oc1cccc2c1OC(C)(C)C2O
160.0,Cc1cc(Cl)ccc1N=CN(C)C
8530.0,CCOC(=O)CCC(=O)OCC
2263.0,O=C(O)C1CCC(C(=O)O)CC1
430.0,C=CCC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)CC1=O
11300.0,O=C(NCNC(=O)NC1C(=O)NC(=O)N1CO)NC1C(=O)NC(=O)N1CO
2898.0,Nc1nc(N)nc(-c2cc(Cl)ccc2Cl)n1.O=C(O)C=CC(=O)O
265.0,COP(=S)(OC)SCc1ccc(SP(=S)(OC)OC)cc1
1780.0,O=C(O)Cc1c(Cl)ccc(Cl)c1Cl
7400.0,CCCCOC(=O)C1=CC(=O)CC(C)(C)O1
108.0,CNC(=S)[S-].O.O.O.[Na+]
474.0,CC(C)(C)C(O)C(=Cc1ccc(Cl)cc1Cl)n1cncn1
330.0,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12
3400.0,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12.[Br-]
5576.0,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4
1000.0,CC(C)C(Br)C(=O)NC(N)=O
950.0,Cl.Cl.OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
22000.0,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](N)C[C@@H]1NC(=N)C(=O)O.Cl
400.0,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-]
210.0,NNCCc1ccccc1
4560.0,CC(CN=Cc1ccccc1O)N=Cc1ccccc1O
5790.0,Nc1ccc(N)c2c1C(=O)c1ccccc1C2=O
12700.0,OCCCCCO
1850.0,CCC(CC)CO
2200.0,CCC(CC)C(=O)O
2700.0,N#CCCNCCC#N
120.0,CC1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl
1200.0,O=c1[nH]c2ccc(Cl)cc2o1
200.0,CCCc1nc(C)cc(OC(=O)N(C)C)n1
420.0,COCCNC(=O)CSP(=S)(OC)OC
205.0,CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C
100.0,O=C(NN=C1C=CC(=NO)C=C1)c1ccccc1
480.0,CCOC(=S)SSC(=S)OCC
3350.0,Cc1cc(C)c(S(=O)(=O)[O-])c(C)c1Nc1ccc(Nc2c(C)cc(C)c(S(=O)(=O)[O-])c2C)c2c1C(=O)c1ccccc1C2=O.[Na+].[Na+]
1500.0,CN(C)C(=S)SCN1CCOCC1
500.0,CCCCCCCCCCCCCCCC[N+](C)(C)CC.[Br-]
1775.0,Cc1cccc(C)c1N(COCC(C)C)C(=O)CCl
20.0,COP(=O)(OC)SCCSC
25.0,Cc1cc(OC(=O)N(C)C)nn1C(=O)N(C)C
25.0,CNC(=O)Oc1ccccc1C1OCCO1
23.0,COc1coc(CSP(=O)(OC)OC)cc1=O
240.0,O=C(Oc1ccccc1)n1c(C(F)(F)F)nc2cc(Cl)c(Cl)cc21
119.0,ON=CC=NO
1000.0,CC(C)(C)c1cc(CCC(=O)O)ccc1O
5200.0,CC1(C)[C@@H]2CC[C@@]1(C)[C@H](O)C2
3400.0,Cc1[nH]c(=O)n(C(C)C)c(=O)c1Br
1900.0,COC(=O)Cc1cccc2ccccc12
70.0,CCOP(=O)(OCC)ON1C(=O)c2cccc3cccc(c23)C1=O
600.0,O=C(O)COc1ccc2ccccc2c1
32.0,CCP(=S)(Oc1ccc([N+](=O)[O-])cc1Cl)OC(C)C
15.0,COP(=S)(OC)SC
59.0,CCOP(=S)(OCC)Sc1nc(C)cc(C)n1
5000.0,CN(C)C(=O)N(C(=O)c1ccccc1)c1ccc(Cl)c(Cl)c1
1030.0,C=CC=CCC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](C=C(C)C(=O)OC)C2(C)C)CC1=O
1705.0,CON=C(Cc1cccnc1)c1ccc(Cl)cc1Cl
3530.0,COc1cc(O)c(C(=O)c2ccccc2)cc1S(=O)(=O)O
20.0,CN(C)P(=O)(N(C)C)n1nc(-c2ccccc2)nc1N
50.0,CCCCn1cnnc1
300.0,COc1c(Cl)cc(Cl)c(Cl)c1C(=O)O
594.0,CCNc1nc(Cl)nc(N(CC)CC)n1
293.0,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1
1605.3,O=S(=O)(O)C(F)(F)F
2000.0,O=P(O)(O)c1ccccc1
500.0,CC(C)[C@@H]1CC[C@@H](C)CC1=O
3925.0,O=C(O)CN(CP(=O)(O)O)CP(=O)(O)O
1808.0,CCCN(CC1CC1)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]
2613.0,CO[Si](OC)(c1ccccc1)c1ccccc1
3300.0,CC(=O)OCC=Cc1ccccc1
3842.0,OCCc1ccccn1
3810.0,CC(C=O)Cc1ccc(C(C)C)cc1
11900.0,CCCCC(CC)CO[PH](=O)OCC(CC)CCCC
1332.0,CC(O)CN(CCCN(C)C)CCCN(C)C
3587.0,O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O
142.0,Cl.N=C(N)NC(=O)Cc1c(Cl)cccc1Cl
800.0,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21.O=C(O)C=CC(=O)O
245.0,O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1
4203.0,Cl.Nc1c(Br)cc(Br)cc1CN[C@H]1CC[C@H](O)CC1
292.0,O=C(OCCOCCO)c1ccccc1Nc1cccc(C(F)(F)F)c1
1741.0,Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O
183.0,CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1.Cl
926.0,Cc1ccsc1C=CC1=NCCCN1C.O=C(O)[C@@H](O)[C@@H](O)C(=O)O
650.0,C[C@]12CCC(=O)C=C1C=C[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@@]2(O)CCC(=O)[O-].[K+]
330.0,Cc1cccc(C)c1OCC(C)N.Cl
1430.0,CC1(C)CCC(NC(=O)[C@@H](N)CCC(=O)O)CC1
1450.0,Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1.Cl
268.0,CCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O
2458.0,Clc1ccc(CON=C(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1.O=[N+]([O-])O
580.0,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1.Cl
335.0,Cc1c(Cl)cccc1Nc1ncccc1C(=O)O
3679.0,COc1ccc(Cc2cnc(N)nc2N)cc1OC
1110.0,NC(=O)OCCCc1ccccc1
1980.0,NC(=O)CCCCC1CCSS1
1560.0,COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1
650.0,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1.Cl
755.0,CC(=O)OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1.Cl
2230.0,C=C[C@]1(C)C[C@@H](OC(=O)CSCCN(CC)CC)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O
18.5,CC[C@@H](C(=O)O)[C@@H]1O[C@@H]([C@@H](C)[C@H](O)[C@H](C)C(=O)[C@H](CC)[C@H]2O[C@]3(C=C[C@@H](O)[C@]4(CC[C@@](C)([C@H]5CC[C@](O)(CC)[C@H](C)O5)O4)O3)[C@H](C)C[C@@H]2C)[C@@H](C)C[C@@H]1C
1177.0,C[N@+]12CCCC[C@@H]1CCC(=C(c1cccs1)c1cccs1)C2.[Br-]
250.0,CCCCCCCCCCCCCC[n+]1ccc(C)cc1.[Cl-]
3500.0,CCCC=CCO
3560.0,CC(C)=CC(=O)O
2750.0,CC(C)C1CCC(O)CC1
2600.0,CCCc1ccc(O)c(OC)c1
2760.0,CCCCC(=O)CC
3868.0,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI
2360.0,N#C[O-].[K+]
6800.0,CC(=O)OC(c1ccccc1)C(Cl)(Cl)Cl
2400.0,CC=Cc1ccc(OCC)c(O)c1
1210.0,Cl.O=C(OCCN1CCCCC1)C(O)(c1ccccc1)c1ccccc1
750.0,Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2
3900.0,CC(C)(S)C(=O)N[C@@H](CS)C(=O)O
8000.0,CCOC(=O)COc1ccc2c(C)c(CCN(CC)CC)c(=O)oc2c1.Cl
780.0,CC[N+](CC)(CC)CCOC(=O)C(C1CCCC1)C1CCCC1.[Br-]
4100.0,O=C(NN1CCCC1)NS(=O)(=O)c1ccc(Cl)cc1
4813.0,Cc1nc([N+](=O)[O-])cn1-c1ccc([N+](=O)[O-])cc1
49.0,CC(=O)O.CCC(N)Cc1c[nH]c2ccccc12
5400.0,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)([O-])[O-].[Na+].[Na+]
3579.0,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].O.[Na+]
57.0,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1.Cl
253.0,CCCCCCCCCCCCCCCCSCC(COC)COP(=O)([O-])OCC[N+](C)(C)C
87.6,COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@@H]2CCCN(Cc3ccccc3)C2)[C@@H]1c1cccc([N+](=O)[O-])c1.Cl
4000.0,CCCCCC(=Cc1ccccc1)CO
200.0,CCCCCCCCCCCCCCCCCCN(C)C.Cl
3110.0,CCOc1ccc2ccccc2c1
2180.0,CC(O)CC=O
5000.0,O.O.O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Mn+2].[Na+].[Na+]
350.0,ClCC(Cl)=C(Cl)Cl
3200.0,N#CCC(N)=O
200.0,Cc1ccnc(C)c1
3400.0,CCCOC(=O)OOC(=O)OCCC
850.0,CCOC(=O)OC(=O)OCC
3500.0,CC(=O)CC(=O)Nc1ccc(Cl)cc1C
3330.0,O=C(OC1CCCCC1)c1ccccc1O
244.0,C=CCOC(=O)Cl
4150.0,N#CC=Cc1ccccc1
4100.0,C=CCc1ccc(C(C)C)cc1
260.0,COC(=O)OC(=O)OC
4600.0,*C.*C.C=CC(=O)OCCOCCOC(=O)C=C
4640.0,O=C(Cl)c1ccc(Cl)cc1Cl
550.0,COc1cccc(OC)c1O
3000.0,COC(=O)c1ccccc1N=NC(C)Cc1ccc(C(C)(C)C)cc1
2600.0,CCOC(=O)C1C(C=C(C)C)C1(C)C
235.0,CCB(CC)CC
318.0,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1.O=C(O)C=CC(=O)O
2100.0,CCOC(=O)CCCCCCCCC(C)c1ccc(I)cc1
2500.0,CC(C)(C)c1ccc([I+]c2ccc(C(C)(C)C)cc2)cc1.F[P-](F)(F)(F)(F)F
270.0,C[N+]([O-])=NCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
2850.0,COCCOc1cccc(S(=O)(=O)[N-]c2ncccn2)c1.[Na+]
1700.0,CC(=O)c1ccc(O)c(C(N)=O)c1
7604.0,CC(=C1CCOC(=O)S1)N(C=O)Cc1cnc(C)nc1N
2285.0,Cl.Cl.NCCNCCNCCN
2090.0,C[C@@H](Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1)C(=O)O
314.0,CCOP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl
20000.0,O=C1OCc2c(Cl)c(Cl)c(Cl)c(Cl)c21
2500.0,Cc1cc(Cl)ccc1NC(=S)N(C)C
63.0,CCOP(=S)(OCC)SC1CCSc2ccc(Cl)cc21
1680.0,C#CC(OC(=O)C1C(C=C(C)C)C1(C)C)C(C)=CCC
12200.0,CCCCCCCCCCCCCCCCOC(=O)C1CC1
7.33,O=c1oc2ccccc2c(O)c1C1CC(c2ccc(-c3ccccc3)cc2)Cc2ccccc21
70.0,CCCOP(=O)(OCCC)Oc1ccc(SC)cc1
4000.0,CC(C)(C)[C@H](O)C(Cc1ccc(Cl)cc1Cl)n1cncn1
32000.0,OCCOCCOCCOCCOCCOCCO
2980.0,CC(C)CCCCCCO
5000.0,OC(c1ccccc1)c1ccccc1
3220.0,O=COCCc1ccccc1
6220.0,CC(C)CC(=O)OCCc1ccccc1
288.0,[Na+].c1ccc([B-](c2ccccc2)(c2ccccc2)c2ccccc2)cc1
929.0,S=C(Cl)Cl
844.0,Cc1cc(O)cc(O)c1
2970.0,Cc1cccc(C(C)C)c1
1600.0,Cc1ccc(N=C=O)cc1
3600.0,CC=Cc1ccccc1
